,Reviews,Ratings
3530,"in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box",1
3531,"there 's a scientific law to be discerned here that producers would be well to heed mediocre movies start to drag as soon as the action speeds up when the explosions start , they fall to pieces",0
3532,"borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy",0
3533,"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen",1
3534,the only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles several of them,0
3535,the good girl is a film in which the talent is undeniable but the results are underwhelming,0
3536,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now,0
3537,amazingly dopey,1
3538,the christ allegory does n't work because there is no foundation for it,0
3539,romanek keeps adding flourishes artsy fantasy sequences that simply feel wrong,0
3540,"combines improbable melodrama lrb gored bullfighters , comatose ballerinas rrb with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched",1
3541,"you do n't need to be a hip hop fan to appreciate scratch , and that 's the mark of a documentary that works",1
3542,"i 'm not sure which half of dragonfly is worse the part where nothing 's happening , or the part where something 's happening , but it 's stupid",0
3543,"writer director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well made pizza",1
3544,"the journey to the secret 's eventual discovery is a separate adventure , and thrill enough",1
3545,roman polanski directs the pianist like a surgeon mends a broken heart very meticulously but without any passion,0
3546,"it 's soulful and unslick , and that 's apparently just what lrb aniston rrb has always needed to grow into a movie career",1
3547,"like blended shades of lipstick , these components combine into one terrific story with lots of laughs",1
3548,devos delivers a perfect performance that captures the innocence and budding demons within a wallflower,1
3549,has lost some of the dramatic conviction that underlies the best of comedies,0
3550,"tells a fascinating , compelling story",1
3551,"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour",0
3552,"one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation",0
3553,"devotees of star trek ii the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking",0
3554,beautifully reclaiming the story of carmen and recreating it an in an african idiom,1
3555,"the punch lines that miss , unfortunately , outnumber the hits by three to one",0
3556,michel piccoli 's moving performance is this films reason for being,1
3557,read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love,1
3558,those seeking a definitive account of eisenstein 's life would do better elsewhere,0
3559,"yes , soar",1
3560,"as banal as the telling may be and at times , all my loved ones more than flirts with kitsch the tale commands attention",1
3561,"although frailty fits into a classic genre , in its script and execution it is a remarkably original work",1
3562,naipaul fans may be disappointed,0
3563,attal pushes too hard to make this a comedy or serious drama,0
3564,"poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter",1
3565,"in any case , i would recommend big bad love only to winger fans who have missed her since 1995 's forget paris",0
3566,"by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over",1
3567,"if there 's a heaven for bad movies , deuces wild is on its way",0
3568,"a huge box office hit in korea , shiri is a must for genre fans",1
3569,"clint eastwood 's blood work is a lot like a well made pb j sandwich familiar , fairly uneventful and boasting no real surprises but still quite tasty and inviting all the same",1
3570,the thing about guys like evans is this you 're never quite sure where self promotion ends and the truth begins,0
3571,i found myself growing more and more frustrated and detached as vincent became more and more abhorrent,0
3572,it 's like an all star salute to disney 's cheesy commercialism,0
